,count
为啥不穿防护服啊？不是辐射很强么？,1
夏尔上人，日本巜小可爱》,1
太感动了，这才是求真求是的精神,1
注意安全！不要刺激当地人，也不要喝当地水,1
辛苦了姑娘,1
奥特曼中要出现了沙福林的计划，要成功了,1
小心小心小心 ,1
自己做好保护啊！,1
(╥╯﹏╰╥)ง,1
家被冲走了，至今还没回，盼儿速速归,1
手抖,1
渔民：我还想活,1
渔民：郁闷,1
辐  岛,1
应该派一位男同志去啊,1
其实海水本身就含有微量氘氚，现在这么一捣鼓未来就变成少量了,1
哥斯拉原来是这么来的,1
富士山啊，快醒醒吧！,1
2？？？,1
"小富啊,快醒醒吧！(撕心裂肺)",1
赛默飞滑跪,1
以身犯险,1
都在等鱼自己上岸,1
"记者同志,你不怕吗?",1
我们核电站周边也是0.1左右啊，你想说啥呢,1
声音都发颤了,1
渔民:我不当渔民了。,1
没人科普吗？？应该是多少一下呢。？？阈值多少？？？,1
阈值多少啊？？多少以下理论安全啊？？？,1
评论都不显示,1
保护我方记者!保护姐姐,1
9月8号的,1
都破音了 哈哈,1
旁边还有学校？,1
其实世界核组织测过了，如果没有内幕的话应该是没问题的,1
2026年8月24日来考古。目前中国受到的影响要比其他国家小很多，一切都会好的,1
剩下没探索的95%会去小日子的,1
睫毛好长,1
日本真的是人类败类……,1
不用穿防护服吗,1
山西时间19:43,1
哥斯拉快来了,1
可得小心点。,1
核太平洋,1
萝卜头表示，窘迫哥给你找到新家了,1
有啥需要注意安全的，一个个大惊小怪，太阳也有辐射，别出门了,1
太瘦了吧,1
哈哈哈哈谐音梗福辐岛捣,1
护驾呀！,1
小鬼子的丧钟已经敲响。,1
好好防护,1
来个变异海怪啥的，快把日本岛吞了吧,1
哥斯垃启动,1
你是真的勇，你要带个安全防护头套,1
摄影师也要保护好自己啊,1
已经超标了,1
保护好记者同志,1
确实没处置，直接就tm排出来了,1
地球可以失去日本，但是绝对不能失去海洋,1
三头鱼,1
鬼子灭亡吧,1
这记者长的可以啊,1
日本人はみんな馬鹿だ。,1
也许日本想小男孩和胖子了,1
别的不想说了  记者注意防护注意安全  大家自求多福,1
你就算白送我，我也不吃,1
疫情好几年 第一次见没戴口罩的样子,1
福岛居民也是惨啊……,1
说要消除人类的，和这种灭绝人类的排海有区别吗,1
以后只能捕哥斯拉卖了啊,1
我们尚且能共情,1
日本没有被海啸淹掉，太可惜了，老天不长眼啊！,1
会有斯拉克和斯拉达,1
而你，是真正的英雄,1
等哪天看到哥斯拉，我也不会觉得奇怪,1
为什么不穿好防护服，，注意安全啊,1
怎么感觉跟哭腔一样,1
中指好长啊。。。。,1
明年这个时候鱼都会用网捕渔民了,1
身在辐中不知福,1
这点辐射量还行，但是吃下去那倒是就呃，内照射那破坏力就大很多了,1
可怜吗？找他们政府去！,1
10,1
不穿防护服？？,1
全是脱稿太牛了,1
能吃！他们自己吃,1
什么焦段啊？,1
防护服呢？安全第一,1
这些都不是问题，日本的归宿只有一条:以死谢罪！,1
为啥不穿防护服？？？,1
小日子换个政府吧。,1
住在上海的我准备逃离去湖南,1
又来骗人了,1
纪录片成科幻片，科幻片成纪录片,1
好瘦啊应该会软掉,1
美国在马绍尔海域早就进行过几十次核试验又怎么说？难道之前就干净嘛？,1
也测测咱们周围海域的辐射量，让大家有个对比,1
你别晃了，我头快晕辣,1
保护好自己！,1
讲个笑话，稀释后排入大海,1
太自私了 自己人民的死活都不顾,1
国内一些日料店还是没问题的人的问题不要迁怒于国人商店，日料只是做法不同而已,1
妹妹你要小心,1
应该穿上防辐射服，报道。,1
注意健康啊，记者,1
屏幕上说注意安全的脑子都怎么了？如果真的有危险，央视会让他们没有任何防护措施就去现场报道吗？,1
谁吃谁变异,1
建议国家改原福岛中文名为辐岛,1
我觉得记者有点哽咽，有点想哭，还是我的错觉●﹏●,1
保护我方所有人,1
估计东电憋不住了，或者失控，鬼知道真正有多严重,1
科普小知识：这个辐射仪一万六千五百元,1
这普通话是怎么进央视的，背景这么厚,1
姐姐好猛,1
丧钟响起,1
老天爷赏饭吃，恶魔收走了,1
不要戴防辐服吗,1
核化学会最终影响全球水资源，重水会进入大气循环。,1
不用穿防护服吗？,1
日本不能要了，到切尔诺贝利那边住吧？,1
哥斯拉要出来了哈哈哈,1
大概500次胸透为一伦琴,1
这女的第一整容，第二是个新手,1
我的妈呀7分钟一镜到底~这个小姐姐我可转粉了啊,1
玛娜生态登场,1
辛苦了，注意安全,1
海南人真的要哭了，他们为了省钱排核污水，为什么要祸害我的家乡，我所见的海天一色还能再有吗？,1
测测咱的,1
海里的鱼：我们反对排海,1
这么多年了 日本的嘴脸真的是一点没变,1
日本真是会害人,1
做好防护啊！小姐姐,1
姐姐太猛了,1
不要担心那些能不能吃？快担心一下海洋生物的安全吧,1
日本渔民也不值得同情！杀海豚的时候怎么同情？！,1
哥斯拉：我的未来不是梦,1
有神秘四奥，不怕哥斯拉,1
2左右的话和切尔诺贝利居民区的辐射值都差不多了,1
眼睫毛4公分,1
不愧是你啊日本政府,1
辐射指数空降02:20,1
不是他们，是全人类包括所有海洋生物,1
应该去其他核电站附近测一下,1
记者不怕你们杞人忧天搞笑,1
现在更喜欢了,1
流浪地球是部记录片,1
我18岁生日，今年8月24!结果日本就给我搞这出,1
日本亡了！,1
寂 静 岭,1
傻子不好骗喽,1
保护我方李茜文,1
这下福岛变辐岛了,1
渔民都怕核辐射逃了，记着应该穿点防护服。。,1
你让心海怎么活呀？,1
我方从不干涉他国内政,1
保护好自己啊,1
希望人没事,1
可以开始造机甲咯，不然就来不及啦,1
注意防护辐射,1
主要是海洋辐射水，以降雨下雨的方式返回到内陆,1
我感觉站在这里呼吸都是脏的，辛苦记者了,1
求同款辐射仪,1
那以后奥特曼也变异了咋办就没人打怪兽了呀,1
我很担心以后的海水通过水循环落到大陆的湖里，这样就连盐也没有了,1
记者好瘦，好喜欢,1
记者回来之后变异成异形了。,1
1小时2那太高了,1
命运的齿轮开始转动，理解叶文洁，成为叶文洁。[笑哭]​,1
好瘦的身板，衣服都空空的,1
稀释个毛线啊，能稀释到哪种程度,1
这是自取灭亡,1
为了安全还是穿防护服吧安全第一日本不值得,1
两个“小男孩”的教训根本不够,1
快跑，有辐射,1
没事，你不用去找他，他会来找你的,1
等会儿是2而不是0.2！！！,1
他这个摄像机真好,1
保护我方文文,1
多造几颗核弹吧，炸怪兽,1
妹子保护好自己,1
百氚东倒海，核实腐溪归,1
根本不用测,1
盖格一响，全村吃席,1
怎么不把这个公司直接灭了,1
日本首相是疯子,1
老天啊睁开眼睛吧，世界都疯了,1
日本首相都该切腹自尽了。还臭不要脸的说瞎话呢。怎么那么大的心,1
东电的畜牲,1
这群畜牲,1
一天内他们就提前把一年的废水都排了生怕来不及放出去,1
东电那几个糟老头为什么不去切腹自尽呢？便宜他们了,1
瘦成竹竿了,1
吞噬星空既视感？？,1
应该穿防护服啊！祝平安,1
太危险了,1
狭路相逢勇者胜,1
毁灭吧赶紧的,1
三成怕什么,1
《哥斯拉：起源》,1
太拼啦,1
感觉小姐姐快哭了，真的能听出感情来啊,1
注意安全啊啊啊,1
电影《汉江怪物》恐成现实,1
哈哈哈0.12,1
保护保护保护保护保护保护保护保护保护保护保护,1
血雾弥漫，尸横遍野,1
蛙滴人真的很怕死呢哈哈哈,1
海鲜还涨价 白送我都不要,1
鱼都要爬上岸说私密马赛了,1
最后也会扩散到河流中,1
未来的海洋会比这更安静,1
搬家搬家,1
2？！注意安全！！！,1
一脸生无可恋的样子,1
经由水循环，全球都会被污染,1
不高啊,1
是时候了，富哥!该你出手了!,1
关于日本出的鱼类变异题材的游戏动漫漫画电影什么的很快就会是现实了,1
全世界的人都将受到伤害,1
跳伞7:25,1
你好快走，一会来不及了。,1
央视记者，你能穿防化服吗？,1
你既然不穿防化服？,1
过几天鱼都要烂了,1
盖格计数器假的吧,1
记者从哪买到这土衣服的………,1
溶质不变稀释有屁用,1
上2的话，细胞要被轰击了,1
咱们这边正常0.02,1
辐射正常，还没到影响人体的强度,1
太近了，一定要注意安全,1
打捞出大宝贝,1
没人会吃的放心,1
快走快走,1
注意防护啊，保护好自己,1
姐姐约么,1
姐姐是真拼，不要留太久了,1
保护海洋，保护全球生态安全！,1
现在成立ETO还来的急吗,1
现在在水里游会儿 过几年就成美人鱼了,1
你要小心别被搞掉,1
注意安全啊！！,1
我觉得以后出门可以随时带个检测仪,1
姐姐注意安全呀！,1
有没有专业人士给科普一下，记者手里的辐射仪器数值大概代表了什么？,1
改行刺客练习忍术,1
确实没有任何处置就排出去了,1
再过几百年哥斯拉就是纪录片,1
视频非常清晰，没有辐射噪点，就说明了，计量不大,1
真敬业啊,1
日本政府都说没问题了，日本人就吃呗,1
这记者好瘦啊，感觉风吹下就没了,1
海的味道你知道～福岛辐射～,1
日本人应该多提防一下本土的蜥蜴，防止出现哥斯拉,1
手势好评,1
可怜个啥,1
可控核聚变可控核聚变快些登上世界物理舞台吧，可控核裂变不宜！,1
记者姐姐哽咽了,1
下海游泳？下去两根腿，出来三根腿,1
一个小岛更是靠海吃海，居然自断一臂,1
最卑劣的民族,1
大海，蒸发，下雨，地面水库，地下淡水会不会都完蛋？人类该何去何从？,1
小日子，世界环境的破坏者，坑害子孙万代的罪人,1
好修长的手,1
物理需要一次彻底的改良了，期待核聚变登上舞台！,1
日本的政府真的无能，连一个公司都管不好,1
好漂亮的央视记者,1
人类什么都阻止不了，这几十年离谱的事太多了，感觉再过几十年就全部毁灭了，活不到100岁,1
其实0.12的辐射值不影响通信的,1
作防护啊,1
其实摄影师也很辛苦…,1
日本渔民:666,1
《钚 鱼》,1
下课了,1
弹幕永远不是你制造恐慌的地方,1
"说下雨的,水蒸发后大多数物质会去除，不是说没危害，那你们这样说就是引发焦虑。",1
联合国早就名存实亡了,1
就不会停止进口日本食品,1
世界第一伪君子,1
富白这块遥遥领先世界,1
海鸣(),1
海产品吃不了了,1
作孽,1
???????,1
哥斯拉培育计划,1
下流水槽,1
W T F?!?,1
1公里。。。。。。,1
无  鉴定专家会出手,1
不要B脸,1
不想体面就帮他体面，不能放任啊,1
Fw 东电，真的是fw公司,1
禁止进口,1
不是排的差不多，要连续排放30年,1
自己喝完不就行了，还检验个毛,1
不是……这以后怎么吃海鲜啊……旅游又怎么办……,1
这个人后来很惨,1
排是肯定有偷排，还不好明目张胆的排,1
要是联合国管不了真排放了，接下来就会有无数次，最后全都遭殃,1
稀释有P用啊,1
日本政府嫌他们平均年龄太高了,1
一顿糖稀释到水缸里倒入大海，跟直接倒入大海有啥区别,1
稀释有什么意义吗,1
环保少女呢，救一下啊,1
千万不要去沿海城市,1
你为什么专挑这种新闻播？,1
这应该可以算核武器的一种了吧,1
啊打！,1
上流？下流！,1
禁止吃海鲜,1
什么鸭脖仙人！恼火！,1
小畜生,1
棒子解读,1
6，感觉最近总得来点事才能让一些人别那么naocan,1
日本海鲜太好吃了，上等品的辐气,1
美国人民好欢喜,1
损己害人,1
有够无语了,1
即使稀释了也会被生物富集作用吃回来,1
不走这里,1
忧虑,1
公关,1
这个波浪,1
会穷死,1
但是他花了700亿公关,1
据说他现在已经没消息了,1
只有受害的民众才会说实话，很多日本人都没有发生在自己身上，有事不关己高高挂起的态度，早晚有一天也会是那个之一,1
。。。先不管影响后代健康，当代就直接绝种了,1
含量少的可能危害更大,1
养蛊,1
改变全世界命运√,1
大爷有劳动人民的朴素智慧,1
真是残酷啊,1
好悲伤,1
海洋不是你们的,1
龙虾，鱼子酱，海胆等都吃不了了,1
为了经济,1
他已经没了,1
为了省钱,1
他们不懂大海，多么深刻又讽刺的话,1
哥你说的特别对,1
这不是一个事件的结束，而是一切的开始,1
有没有一种可能 根本没处理过,1
2023年8月24日，小鬼子核污染水排入大海！！,1
铵铨,1
舆论施压不是惯用手段吗？学什么,1
很难过，说实话这些人是无辜的，罪魁祸首桃之夭夭,1
那日本人民呢？,1
奉献,1
210多种放射元素，不止60种,1
海江田万里就是核事故发生时的经产大臣,1
仿佛他们国家的人民的命不是命,1
所以说他这句话的关键在于影响经济发展,1
连自己国民都害，简直禽兽啊，更别说其他国家了,1
音容宛在大臣酱,1
最先影响的是日本,1
太不要脸了，恶心,1
要不要这么急着吃 清淡啊，不吃海了？,1
请自饮,1
懂小礼而缺大德！！,1
您反对你的，我排我的,1
